orderID,lng,lat,timeStamp
5,-0.1279469,51.5072478,01/01/2021 12:31
5,-0.1272603,51.507515,01/01/2021 12:31
5,-0.1272603,51.5080492,01/01/2021 12:31
5,-0.1272174,51.5085834,01/01/2021 12:32
5,-0.127389,51.5094381,01/01/2021 12:32
5,-0.125887,51.5094648,01/01/2021 12:32
5,-0.1242562,51.5095182,01/01/2021 12:32
5,-0.1246854,51.5099723,01/01/2021 12:32
6,-0.1244708,51.5162486,01/01/2021 12:24
6,-0.1251574,51.5173168,01/01/2021 12:24
6,-0.1215096,51.5187055,01/01/2021 12:24
6,-0.1198359,51.5196134,01/01/2021 12:25
6,-0.1178189,51.5203879,01/01/2021 12:25
6,-0.1157161,51.5209219,01/01/2021 12:25
6,-0.1134416,51.5216162,01/01/2021 12:25
6,-0.1114245,51.5185186,01/01/2021 12:25
6,-0.1107808,51.5179845,01/01/2021 12:25
6,-0.1084205,51.5177975,01/01/2021 12:26
6,-0.1067897,51.5176106,01/01/2021 12:26
6,-0.1049872,51.5172901,01/01/2021 12:26
6,-0.1032706,51.516756,01/01/2021 12:26
6,-0.1022406,51.5164089,01/01/2021 12:26
6,-0.1013394,51.5161151,01/01/2021 12:26
6,-0.0999661,51.5157679,01/01/2021 12:27
6,-0.0989791,51.5155009,01/01/2021 12:27
6,-0.0978633,51.5152338,01/01/2021 12:27
6,-0.0973912,51.5150201,01/01/2021 12:27
7,-0.1263162,51.5157412,01/01/2021 12:26
7,-0.1244708,51.5162486,01/01/2021 12:27
7,-0.1230546,51.5153406,01/01/2021 12:27
7,-0.1219817,51.5144593,01/01/2021 12:27
7,-0.120823,51.5140587,01/01/2021 12:27
7,-0.1199218,51.5136314,01/01/2021 12:27
7,-0.1191922,51.5133109,01/01/2021 12:27
7,-0.1187201,51.5132575,01/01/2021 12:28
7,-0.1182481,51.5130171,01/01/2021 12:28
7,-0.1183339,51.5126165,01/01/2021 12:28
7,-0.1190205,51.5122693,01/01/2021 12:28
7,-0.1190205,51.5116817,01/01/2021 12:28
7,-0.1190205,51.5112811,01/01/2021 12:28
7,-0.1222821,51.5101326,01/01/2021 12:29
7,-0.1249,51.5088238,01/01/2021 12:29
7,-0.1263162,51.5081827,01/01/2021 12:29
7,-0.1272603,51.507515,01/01/2021 12:29
7,-0.1287194,51.5076485,01/01/2021 12:29
7,-0.1310583,51.5076374,01/01/2021 12:29
7,-0.1332231,51.510135,01/01/2021 12:30
7,-0.1349183,51.5100148,01/01/2021 12:30
7,-0.1366778,51.5098947,01/01/2021 12:30
7,-0.1383515,51.5101083,01/01/2021 12:30
7,-0.1389952,51.5111366,01/01/2021 12:30
7,-0.1404115,51.5126056,01/01/2021 12:30
7,-0.14142,51.5139009,01/01/2021 12:31
7,-0.1419373,51.5150201,01/01/2021 12:31
7,-0.1422783,51.515303,01/01/2021 12:31
8,-0.1266595,51.5156611,01/01/2021 12:31
8,-0.1262732,51.5163287,01/01/2021 12:31
8,-0.1276465,51.5179044,01/01/2021 12:31
8,-0.1297923,51.5198271,01/01/2021 12:31
8,-0.1306506,51.5207083,01/01/2021 12:31
8,-0.1327105,51.5224974,01/01/2021 12:31
8,-0.1351996,51.5214827,01/01/2021 12:32
8,-0.1336118,51.5198271,01/01/2021 12:32
8,-0.1324101,51.5186254,01/01/2021 12:32
8,-0.1345559,51.5179044,01/01/2021 12:32
8,-0.1357575,51.5186521,01/01/2021 12:32
8,-0.1352855,51.5189458,01/01/2021 12:32
8,-0.1357146,51.519293,01/01/2021 12:33
8,-0.1362725,51.5191328,01/01/2021 12:33
8,-0.1371737,51.5187856,01/01/2021 12:33
8,-0.1390835,51.5180913,01/01/2021 12:33
8,-0.1410361,51.517664,01/01/2021 12:33
8,-0.1429673,51.5173436,01/01/2021 12:33
8,-0.1433106,51.5178777,01/01/2021 12:34
8,-0.1442119,51.5182248,01/01/2021 12:34
8,-0.1447268,51.5198271,01/01/2021 12:34
8,-0.145671,51.5208952,01/01/2021 12:34
8,-0.1455851,51.5212691,01/01/2021 12:34
8,-0.1456281,51.5218565,01/01/2021 12:34
8,-0.1459285,51.5223372,01/01/2021 12:35
8,-0.146143,51.5227377,01/01/2021 12:35
8,-0.1463147,51.5229246,01/01/2021 12:35
8,-0.1467868,51.5229513,01/01/2021 12:35
8,-0.1472588,51.5230581,01/01/2021 12:35
8,-0.1475593,51.5231916,01/01/2021 12:35
8,-0.1479455,51.5234052,01/01/2021 12:36
8,-0.1473876,51.5235655,01/01/2021 12:36
9,-0.1262732,51.5181981,01/01/2021 12:33
9,-0.1251551,51.517119,01/01/2021 12:34
9,-0.124385,51.5175305,01/01/2021 12:34
9,-0.1226254,51.5181981,01/01/2021 12:34
9,-0.1210376,51.5188924,01/01/2021 12:34
9,-0.1202222,51.5171566,01/01/2021 12:34
9,-0.1194068,51.5162753,01/01/2021 12:34
9,-0.1187631,51.5152605,01/01/2021 12:35
9,-0.1184197,51.5145394,01/01/2021 12:35
9,-0.1176902,51.5135245,01/01/2021 12:35
9,-0.1176043,51.5130438,01/01/2021 12:35
9,-0.1187201,51.5124829,01/01/2021 12:35
9,-0.1188918,51.5119221,01/01/2021 12:35
9,-0.1189776,51.511468,01/01/2021 12:36
9,-0.1191493,51.5110941,01/01/2021 12:36
9,-0.1210376,51.51064,01/01/2021 12:36
9,-0.1222821,51.5101326,01/01/2021 12:36
9,-0.1233979,51.5095984,01/01/2021 12:36
9,-0.1249,51.5088238,01/01/2021 12:36
9,-0.125887,51.50853,01/01/2021 12:37
9,-0.1270886,51.5078244,01/01/2021 12:37
9,-0.1276465,51.5074081,01/01/2021 12:37
9,-0.1282903,51.5070609,01/01/2021 12:37
9,-0.1292344,51.5065266,01/01/2021 12:37
9,-0.1304789,51.5061794,01/01/2021 12:37
9,-0.1312085,51.5057253,01/01/2021 12:38
9,-0.1321956,51.5054582,01/01/2021 12:38
9,-0.1329251,51.5050842,01/01/2021 12:38
9,-0.133998,51.5046568,01/01/2021 12:38
9,-0.135028,51.5042294,01/01/2021 12:38
9,-0.1357575,51.5038287,01/01/2021 12:38
9,-0.1361438,51.5037218,01/01/2021 12:39
9,-0.1371308,51.5032143,01/01/2021 12:39
10,-0.1290627,51.5148065,01/01/2021 12:23
10,-0.1288482,51.5145127,01/01/2021 12:23
10,-0.1285907,51.5142991,01/01/2021 12:23
10,-0.1281615,51.5146195,01/01/2021 12:23
10,-0.1276465,51.5150735,01/01/2021 12:23
10,-0.127389,51.5155276,01/01/2021 12:24
10,-0.1266595,51.5156611,01/01/2021 12:24
10,-0.1256724,51.5159014,01/01/2021 12:24
10,-0.1240846,51.516302,01/01/2021 12:24
10,-0.123355,51.5168361,01/01/2021 12:24
10,-0.1223679,51.5173168,01/01/2021 12:24
10,-0.1204129,51.5176398,01/01/2021 12:25
10,-0.1190205,51.517664,01/01/2021 12:25
10,-0.1173469,51.5179044,01/01/2021 12:25
10,-0.1159736,51.5180379,01/01/2021 12:25
10,-0.1145144,51.5182515,01/01/2021 12:25
10,-0.1133128,51.5182515,01/01/2021 12:25
10,-0.1118108,51.5182515,01/01/2021 12:26
10,-0.1107808,51.5179845,01/01/2021 12:26
10,-0.1084205,51.5177975,01/01/2021 12:26
10,-0.1061889,51.5176373,01/01/2021 12:26
10,-0.1055022,51.5175305,01/01/2021 12:26
10,-0.1043006,51.5170498,01/01/2021 12:26
10,-0.1023265,51.5165958,01/01/2021 12:27
10,-0.1013394,51.5161151,01/01/2021 12:27
10,-0.0999661,51.5157679,01/01/2021 12:27
10,-0.0983783,51.5151537,01/01/2021 12:27
10,-0.0973912,51.5150201,01/01/2021 12:27
10,-0.0970479,51.5144059,01/01/2021 12:27
10,-0.0965329,51.5139786,01/01/2021 12:28
10,-0.0965329,51.5137115,01/01/2021 12:28
10,-0.0965329,51.5133376,01/01/2021 12:28
10,-0.0965329,51.5130705,01/01/2021 12:28
